,eukulele_taxonomy,mmseqs_taxonomy,groups,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,proportion_coding_sequence_mean,proportion_coding_sequence_std,proportion_repeat_mean,proportion_repeat_std,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_IOS1_E017,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;-;-;-,Chlorophyta,2570988,760,237107,12808,0,55.3,3292,307,0.8582,0.05408301923183255,0.0,0.0,1483,799,53.88,363,374,25.22,754,12.16,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E018,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,25401375,6121,9147872,1103030,0,39.82,4200,2122,0.8772719215686274,0.0582736906148581,0.0024281176470588237,0.001828254601558534,14827,6222,41.96,1758,2416,16.29,2704,52.94,2.35,56.52,13.04,Eukaryota_Fungi_Ascomycota,IO,SRF,0.8-5
TOPAZ_IOS1_E019,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,31107337,6053,17417287,5754588,0,34.16,5480,1802,0.7594351602564101,0.06392632173237194,0.02136842948717949,0.01072301244664602,14349,6980,48.64,2100,2775,19.34,3058,64.31,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E020,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,Chlorophyta,11518523,2566,4938907,926735,0,65.34,4604,859,0.8698783620689655,0.07510293372000634,0.00018612068965517242,0.000539895857696783,6223,3962,63.67,1899,2242,36.03,2585,56.47,0.39,58.55,0.43,Eukaryota_Viridiplantae,IO,SRF,0.8-5
TOPAZ_IOS1_E021,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Gymnodiniales;Kareniaceae;-,Dinoflagellata,3772322,767,2032271,498124,0,48.99,5236,238,0.13136184210526314,0.0557532833045573,0.12555078947368425,0.03297072755782803,464,68,14.66,10,11,2.37,68,1.18,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E022,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,20317423,4612,8311862,1421966,0,46.47,4461,1546,0.8707195588235294,0.05669349792664328,0.003874313725490196,0.0021143135027357762,10154,5181,51.02,1585,2037,20.06,2425,53.73,0.0,56.52,4.35,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E023,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,6210994,1947,368288,12759,0,50.45,3066,815,0.9143901587301588,0.1046767462919082,0.00495047619047619,0.010822776017530048,3127,1463,46.79,431,510,16.31,1015,8.24,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E024,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,4592177,1350,551198,21680,0,48.62,3316,542,0.8738641304347824,0.028992179423460336,0.0029932608695652173,0.0021451756331742305,2456,1221,49.71,313,348,14.17,848,10.2,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E025,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,6285359,1830,783390,22956,0,56.32,3346,729,0.9362306349206351,0.026933049790646577,0.01041777777777778,0.00636975279090829,2825,1544,54.65,447,523,18.51,1032,20.0,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E026,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;-,Ochrophyta,18655281,4942,4366736,342792,0,41.06,3733,1850,0.7396608021390375,0.055652890963710094,0.03533550802139037,0.010659774462287374,8116,3947,48.63,1353,1651,20.34,2206,43.92,0.39,54.17,12.5,Eukaryota_Fungi_Microsporidia,IO,SRF,0.8-5
TOPAZ_IOS1_E027,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,14256053,3841,3222804,247337,0,62.95,3619,1425,0.9089151748251748,0.041092164887959186,0.004011678321678322,0.003211155595756677,7827,3439,43.94,743,988,12.62,1633,27.45,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E028,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Chromulinaceae;-,Ochrophyta,5776314,1566,1124632,50298,0,52.78,3674,599,0.8728539655172415,0.03745645761458622,0.001358103448275862,0.0014273093288887794,4041,2027,50.16,750,835,20.66,1373,28.63,0.78,20.51,0.0,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E029,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,Chlorophyta,11456815,2963,3098172,194730,0,71.46,3796,1087,0.8033034782608697,0.048445190151048714,0.017292782608695653,0.01911635409789793,6303,3658,58.04,1656,1905,30.22,2402,49.02,0.39,54.39,0.0,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E030,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,40418542,6886,26548838,11642924,0,51.91,6574,1857,0.8619765679012347,0.05004249548527269,0.009937555555555557,0.004563259469683301,18924,9176,48.49,2401,3533,18.67,3319,80.0,3.53,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E031,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,2790198,850,215032,15250,0,62.02,3150,348,0.8136664285714285,0.038760151961802734,0.05699785714285715,0.03708479206563008,1340,611,45.6,129,167,12.46,454,4.31,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E032,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,10776361,2738,3142065,492030,0,63.63,3890,974,0.9104597222222224,0.036281483938431884,0.011091203703703702,0.005491859247608394,4155,1960,47.17,493,578,13.91,1174,16.86,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E033,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,Dinoflagellata,55758875,15606,9503375,478319,0,55.43,3490,6030,0.8638671863799283,0.03180243169628391,0.005151021505376345,0.00521306078230128,25751,12483,48.48,1575,3246,12.61,2785,47.45,4.31,68.18,22.73,Eukaryota_Diplonemida_Diplonema_Diplonema.papillatum,IO,SRF,0.8-5
TOPAZ_IOS1_E034,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,15449477,3586,5983568,781880,0,49.07,4378,1238,0.8881116129032257,0.04339558238976555,0.04126967741935483,0.013963081618433609,7689,3746,48.72,1113,1387,18.04,1929,34.9,1.18,36.84,0.0,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E035,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,8118284,2079,2172382,168297,0,67.1,3850,761,0.7586253658536586,0.08291624234357431,0.0,0.0,5294,3084,58.25,1306,1505,28.43,2062,41.96,0.39,45.73,1.28,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Mamiellaceae_Micromonas,IO,SRF,0.8-5
TOPAZ_IOS1_E036,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Goniomonadaceae;-,Cryptophyta,24649110,5452,10875731,1866271,0,50.09,4687,1814,0.8815252631578947,0.04524372218772881,0.0018564777327935219,0.004427104790311943,10707,5623,52.52,1619,2161,20.18,2449,55.69,1.96,55.26,0.0,Eukaryota_Apicomplexa,IO,SRF,0.8-5
TOPAZ_IOS1_E037,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,6724737,1513,2977583,612879,0,46.79,4585,493,0.9308517647058822,0.08590187353194095,0.0036920588235294116,0.002729421161875304,3517,1590,45.21,530,600,17.06,1184,18.43,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E038,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,SAR,8094077,2266,1303362,56697,0,51.53,3532,879,0.933513827160494,0.015659530965012988,0.0,0.0,4523,2390,52.84,785,935,20.67,1527,25.88,0.0,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E039,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,Cryptophyta,12063028,2894,4254523,810531,0,55.84,4194,986,0.8239930578512398,0.047548806797222884,0.006210330578512396,0.0033453376792542946,5943,2342,39.41,536,655,11.02,1288,20.39,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E040,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,Chlorophyta,9015461,2492,1670937,70053,0,68.05,3533,959,0.7761529670329671,0.07728700925051392,0.0,0.0,5925,3180,53.67,1295,1517,25.6,2015,41.96,0.39,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E041,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bacillariophyceae;-;Bacillariales;Bacillariaceae;Cylindrotheca closterium,Ochrophyta,24035760,2543,20906675,14664468,590903,45.68,12581,577,0.7465447302904564,0.04537071477690307,0.003070082987551867,0.0028954750778970666,12464,7006,56.21,2392,3251,26.08,3114,81.96,0.39,90.2,3.92,Eukaryota_Bacillariophyta,IO,SRF,0.8-5
TOPAZ_IOS1_E042,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Chromulinaceae;-,Ochrophyta,18628559,3157,12422367,5143283,0,45.81,6648,876,0.8650849197860961,0.05329498765817986,0.0011816042780748662,0.0015912295026284467,10913,5823,53.36,2157,2720,24.92,2925,75.29,0.78,76.92,2.56,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS1_E043,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,Haptophyta,63206019,11888,37766568,12008389,0,62.26,5830,3538,0.7242856556082148,0.052391420576317814,0.03482448657187994,0.012457338349937662,29346,13036,44.42,2493,4237,14.44,3556,67.84,1.57,70.83,14.58,Eukaryota_Fungi_Microsporidia,IO,SRF,0.8-5
TOPAZ_IOS1_E044,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;Chlorophyceae;-;Chlamydomonadales;Chlamydomonadaceae;-,Chlorophyta,6043573,1654,1107271,259093,64793,66.29,3500,621,0.7566449180327869,0.06363020276316747,0.0,0.0,3214,1635,50.87,685,744,23.15,1255,26.27,0.0,26.07,0.43,Eukaryota_Viridiplantae_Chlorophyta,IO,SRF,0.8-5
TOPAZ_IOS1_E045,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pteridomonas danica,Ochrophyta,47909308,9625,25854601,6855525,0,50.25,5269,3009,0.7355672708333334,0.058487172313764525,0.08927929166666666,0.023470625052000583,19734,9322,47.24,2258,3368,17.07,3260,72.55,2.35,,,,IO,SRF,0.8-5
TOPAZ_IOS1_E046,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,Chlorophyta,13921104,2118,10234121,5006367,0,60.88,7754,555,0.8181897142857144,0.06475769976218887,0.004370142857142857,0.0056912924700450816,7886,5288,67.06,2567,3047,38.64,3165,82.35,0.0,87.72,0.0,Eukaryota,IO,SRF,0.8-5
TOPAZ_IOS4_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,49550982,12636,15067012,336832,0,38.53,3974,4609,0.6216701411290323,0.08048888394110656,0.27996506048387104,0.07879791966252347,17877,4699,26.29,1204,1509,8.44,1898,30.59,0.0,23.12,2.35,Eukaryota_Metazoa,IO,SRF,180-2000
TOPAZ_IOS4_E002,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,22101800,4916,9687152,2644480,0,40.83,4570,1554,0.6424125225225223,0.09766063591873286,0.010005990990990992,0.01104624124485603,11426,4655,40.74,1192,1494,13.08,2109,40.78,0.0,33.33,1.85,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E003,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,5155157,1488,771413,64835,0,40.84,3331,582,0.7676211538461538,0.07415615000311185,0.01261673076923077,0.006331568562842571,3607,1072,29.72,185,216,5.99,647,7.06,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E004,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,5559696,1476,1303149,20721,0,39.89,3732,552,0.37661875,0.07159366263011442,6.428571428571429e-06,4.7675561702757834e-05,1773,519,29.27,137,157,8.86,373,0.78,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E005,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;Chlorophyceae;-;Chlamydomonadales;Chlamydomonadaceae;-,Chlorophyta,24584986,1593,22728714,19747530,8068922,65.9,29668,213,0.7956130894308943,0.10798976527935213,0.01126581300813008,0.015570548364509778,8844,5520,62.42,2549,3097,35.02,3063,87.06,0.39,,,,IO,SRF,180-2000
TOPAZ_IOS4_E006,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,27220493,7314,6233517,707362,0,36.77,3624,2707,0.5297070329670329,0.09006779837239794,0.01960439560439561,0.010086384563977068,13680,4378,32.0,833,1058,7.73,1772,25.1,0.39,23.95,1.84,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E007,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,8861933,2505,1344419,115495,0,30.78,3432,977,0.28767595505617977,0.06325442333369959,0.0,0.0,2869,808,28.16,262,288,10.04,585,6.27,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E008,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,59760935,14933,18820517,3696753,0,34.72,3914,5136,0.435075,0.10372059767563352,0.14815264214046822,0.03731921584492316,18935,6718,35.48,1870,2460,12.99,2730,44.31,0.0,43.86,5.26,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E009,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,Metazoa,2503230,574,1010999,363072,0,35.84,4356,176,0.6885957692307692,0.16332639767733334,0.02077923076923077,0.020915197257768355,984,153,15.55,3,4,0.41,71,0.39,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E010,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,76874338,7609,67484118,49876592,2739551,38.6,14029,1610,0.5139692717815345,0.10700403506964687,0.02311010403120936,0.015132739178605276,21847,8805,40.3,4213,5374,24.6,4253,92.55,1.18,92.33,7.41,Eukaryota,IO,SRF,180-2000
TOPAZ_IOS4_E011,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,15031393,3390,6327619,2300248,0,38.89,4374,1018,0.4971826490066225,0.07373177323946402,0.006746953642384107,0.00507468212469758,6112,2160,35.34,296,404,6.61,929,6.67,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E012,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,5335185,1576,662373,32446,0,37.01,3251,631,0.7172059259259259,0.08494872003305155,0.004171851851851853,0.002387059305128441,2551,1208,47.35,558,589,23.09,993,18.04,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E014,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,115299514,31552,24595196,1457027,0,35.63,3550,11843,0.2008213963573287,0.06022757056281845,0.2726652818733738,0.04227754788422197,38990,787,2.02,107,132,0.34,478,3.14,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS4_E015,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,8564660,2319,2081197,242733,0,36.12,3544,843,0.6271476744186046,0.06693289891661923,0.03712720930232558,0.015205742386162275,4365,902,20.66,114,148,3.39,473,2.75,0.0,,,,IO,SRF,180-2000
TOPAZ_IOS3_E001,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,7974775,2362,997157,19801,0,43.2,3256,944,0.578424625,0.061812553780436666,0.04021325,0.009048951427513578,3935,1083,27.52,241,292,7.42,619,3.53,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E002,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,13431896,3677,2786770,318244,0,38.46,3531,1382,0.47181703703703703,0.07117288435054749,0.021055481481481484,0.008718593814458208,5687,2246,39.49,543,661,11.62,1140,9.41,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E003,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,3823312,996,1016100,138225,0,51.2,3799,361,0.7047435897435896,0.09985058402785377,0.00659948717948718,0.0049009360428380905,1662,989,59.51,534,574,34.54,1010,16.86,0.0,12.17,0.0,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E004,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,19303621,5496,3178021,207108,0,41.06,3399,2127,0.3786517010309278,0.07336062545892756,0.02467824742268041,0.008604667219561752,6315,2410,38.16,683,799,12.65,1430,17.25,0.0,17.78,0.0,Eukaryota_Apicomplexa,IO,SRF,20-180
TOPAZ_IOS3_E005,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,49709635,11093,21408154,5552503,0,44.76,4500,3528,0.4776852409638554,0.07233466491132383,0.008850642570281123,0.0046801410737965544,17407,8681,49.87,2730,3700,21.26,3301,59.61,1.18,55.56,4.76,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E006,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,10715765,3352,709661,0,0,39.85,3070,1399,0.3808071296296295,0.08116158917555591,0.05316768518518519,0.013154016539563641,4081,1001,24.53,182,243,5.95,594,5.1,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E007,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,SAR,5651603,1701,557510,20859,0,46.26,3197,690,0.9356850877192984,0.062033513441563076,0.0025131578947368413,0.0013434769735942722,2590,732,28.26,97,130,5.02,396,3.14,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E008,Eukaryota;Alveolata;Ciliophora;Spirotrichea;-;-;-;-,Eukaryota;-;Sar;Ciliophora;Spirotrichea;Choreotrichia;Tintinnida;Rhabdonellidae;Schmidingerella taraikaensis,SAR,2949253,929,135660,0,0,48.62,3086,394,0.8014973333333334,0.08092562890017531,0.0013386666666666664,0.0008053062909366982,1307,365,27.93,64,70,5.36,254,3.14,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E009,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,6985497,2128,582749,62381,0,38.99,3166,868,0.4303032857142857,0.07287552847583785,0.009536571428571427,0.004742035694784704,3200,919,28.72,168,193,6.03,517,2.35,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E010,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;Chlorophyceae;-;Chlamydomonadales;Chlamydomonadaceae;-,Chlorophyta,25031089,1118,24031608,22019309,12350108,66.51,48609,132,0.8198249003984064,0.06952785661093255,0.008935776892430278,0.012775341088764979,8839,5633,63.73,2620,3197,36.17,3126,88.63,0.0,98.25,3.51,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E011,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,48941103,11085,20459646,4857521,0,41.06,4446,3575,0.5047597959183673,0.0915310974676466,0.016984816326530608,0.008658973549182821,17812,8362,46.95,2703,3624,20.35,3360,63.53,1.57,,,,IO,SRF,20-180
TOPAZ_IOS3_E012,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Harpacticoida;Harpacticidae;Tigriopus californicus,Metazoa,35277364,7777,15583750,4630729,54249,39.2,4592,2409,0.5409605949008499,0.11607249820028985,0.031531614730878184,0.013375577844032236,13754,7137,51.89,2752,3461,25.16,3293,71.76,0.78,65.34,4.23,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E013,Eukaryota;Metazoa;Chordata;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,Metazoa,5541894,1451,1505273,157226,0,39.48,3696,520,0.4567198214285714,0.07164957490381002,0.0013058928571428572,0.0016531860762800186,2008,645,32.12,79,93,4.63,377,2.75,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E014,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,5985788,1600,1361357,143185,0,45.19,3638,598,0.8082328333333333,0.03471681528652778,0.0008701666666666668,0.0009227973624920166,3038,1770,58.26,847,964,31.73,1450,20.78,0.39,23.06,1.85,Eukaryota_Fungi_Ascomycota,IO,SRF,20-180
TOPAZ_IOS3_E015,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,32598474,8300,9613793,1575098,0,36.93,3847,2928,0.5365245398773006,0.08842189265248968,0.03879564417177914,0.014756846182285004,13392,5223,39.0,1615,2112,15.77,2403,35.69,0.0,34.86,5.1,Eukaryota_Fungi_Ascomycota,IO,SRF,20-180
TOPAZ_IOS3_E016,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,17160565,4683,3727001,427473,0,43.12,3514,1741,0.5476020930232558,0.09064127576531256,0.016433372093023254,0.00839914774337463,7346,2881,39.22,1023,1218,16.58,1716,19.22,0.39,,,,IO,SRF,20-180
TOPAZ_IOS3_E017,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,18110092,5061,3375079,353332,0,41.76,3448,1928,0.4513385714285714,0.09482984807470313,0.042056318681318684,0.01556376120420508,6980,2313,33.14,570,670,9.6,1199,10.2,0.39,12.96,0.53,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E018,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,Metazoa,3833369,1226,198671,13127,0,39.51,3006,519,0.07169102564102563,0.0421545459296836,0.048775897435897435,0.01163531444110243,528,53,10.04,5,12,2.27,28,0.0,0.0,,,,IO,SRF,20-180
TOPAZ_IOS3_E019,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,Metazoa,5057898,1360,1184570,124146,0,48.53,3580,502,0.7656168627450981,0.0553462654917486,0.002027450980392157,0.0015945518063968172,2327,1113,47.83,583,649,27.89,1048,20.0,0.0,14.02,0.26,Eukaryota,IO,SRF,20-180
TOPAZ_IOS3_E020,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,Metazoa,36176498,9326,10489142,2562841,0,33.87,3679,3197,0.4838337292817679,0.12494323219989367,0.062376685082872925,0.014116715614106438,13375,5507,41.17,1932,2434,18.2,2741,53.33,1.57,44.39,3.35,Eukaryota,IO,SRF,20-180
